x,y,z
-0.0129274,0.00332443,0.0538311
0.048477,0.0310335,0.00796701
0.0968385,0.0787438,-0.00679007
0.0865659,0.0719724,-0.0325857
0.0248347,0.112063,-0.0642504
0.0410793,0.080918,-0.123088
0.0799608,0.115014,-0.127409
0.0382474,0.164314,-0.172451
0.103238,0.155663,-0.198657
0.103526,0.119226,-0.224915
0.0270478,0.112034,-0.224686
0.0699077,0.148061,-0.237232
0.0748698,0.111326,-0.181749
0.0663339,0.127981,-0.216279
0.00637243,0.146652,-0.210877
-0.00920501,0.105885,-0.225747
0.0202234,0.0981988,-0.215381
-0.0131076,0.145636,-0.22837
-0.0584227,0.113932,-0.171604
-0.0418148,0.078577,-0.184901
-0.0967436,0.0878623,-0.167184
-0.134642,0.0780092,-0.106763
-0.14055,0.0478011,-0.0714619
-0.129425,0.061744,-0.0616333
-0.0968101,0.0338643,-0.0190997
-0.0252347,0.0551766,0.00839112
0.00108676,0.0465696,0.040053
-0.00903024,0.0624906,0.0444842
-0.0827112,0.0996313,0.057214
-0.0161716,0.0670057,0.0392971
0.0380317,0.133109,0.0884057
0.000794653,0.152323,0.140701
0.0354017,0.12666,0.131964
0.077678,0.079578,0.0944525
0.0786981,4.88628e-05,0.110344
0.153045,0.0234546,0.163922
0.122664,-0.00498406,0.128207
0.0867521,-0.00312298,0.206025
0.142141,-0.0118067,0.196488
0.0764986,-0.0216468,0.184341
0.0699441,-0.0576715,0.213397
0.0637676,-0.0602802,0.23122
0.0495206,-0.0532525,0.216631
-0.0368432,-0.024645,0.257847
-0.0851123,-0.0551463,0.234255
-0.169069,-0.0722947,0.29237
-0.233167,-0.0805659,0.283659
-0.1802,-0.146161,0.284797
-0.106348,-0.197379,0.247426
-0.124388,-0.166937,0.302966
-0.141533,-0.209839,0.249826
-0.140007,-0.284505,0.213664
-0.130093,-0.190994,0.198219
-0.205456,-0.222543,0.239536
-0.213309,-0.132561,0.184264
-0.308205,-0.135248,0.146332
-0.342154,-0.119278,0.152956
-0.355249,-0.0995786,0.119568
-0.3504,-0.142832,0.122121
-0.289662,-0.147083,0.0973717
-0.315434,-0.105071,0.0509334
-0.274574,-0.074483,0.0505076
-0.221889,-0.0703675,0.0612091
-0.191644,-0.119545,0.063064
-0.14493,-0.099786,0.0573918
-0.121829,-0.115522,0.00970076
-0.100947,-0.065074,0.0116646
-0.0900618,-0.0351486,0.0362109
-0.130082,-0.000856953,-0.00201533
-0.173528,0.0109487,0.0325069
-0.221531,0.0330766,0.0849637
-0.167604,0.0364896,0.046763
-0.168104,-0.0394296,0.0917458
-0.127437,-0.026994,0.0670527
-0.136228,-0.0426176,0.12014
-0.0792293,-0.0591553,0.0939372
-0.0694344,-0.0322844,0.0384602
-0.0220633,-0.0729286,0.0895865
-0.0950273,0.0151866,0.0900763
-0.114281,0.0115424,0.165921
-0.105132,0.02842,0.182989
-0.146917,0.0327576,0.115977
-0.207593,0.00142869,0.150101
-0.168482,0.0462062,0.118865
-0.155854,0.0913632,0.112667
-0.103009,0.0788834,0.149513
-0.071871,0.0428097,0.14149
-0.119153,0.0962884,0.110653
-0.0893481,0.0947319,0.170263
-0.076191,0.0891334,0.174309
-0.0704871,0.059987,0.128885
-0.0700784,0.102915,0.148366
-0.108982,0.130019,0.0768364
-0.0829631,0.183962,0.0947679
0.0084382,0.164224,0.0914819
0.0424746,0.169115,0.145856
0.109323,0.17894,0.213277
0.115666,0.19471,0.18581
0.160976,0.121218,0.180401
0.159879,0.102695,0.141021
0.219142,0.104813,0.145264
0.20158,0.0613873,0.170271
0.193703,0.10709,0.107221
0.153335,0.123064,0.0578428
0.103995,0.125375,0.0461138
0.0789309,0.164997,0.0184973
0.0361222,0.160439,0.0571839
0.0329822,0.140588,0.092307
0.0371241,0.122041,0.111837
0.0761418,0.110787,0.102252
0.153532,0.105606,0.137478
0.0919262,0.137258,0.178248
0.148518,0.102636,0.209532
0.0855959,0.0589725,0.24999
0.0428508,0.0365014,0.276085
0.0229531,0.0221295,0.226288
0.00376303,0.0248954,0.170763
-0.0300802,0.0524629,0.106703
-0.0389173,0.0504247,0.0458244
-0.0291359,0.0622246,0.0599962
-0.101042,0.0613159,0.083101
-0.0936394,0.112155,0.0687518
-0.0137038,0.0470311,0.116519
-0.026843,0.028134,0.159516
-0.00876201,0.00576075,0.188667
-0.0197933,-0.0491842,0.19742
0.0346134,-0.0255223,0.182535
0.0340078,-0.0670795,0.163997
-0.0141944,-0.0655376,0.133733
-0.0188229,-0.0695518,0.119314
-0.0422354,-0.0485367,0.125352
-0.00791044,-0.103402,0.157282
0.0028623,-0.107962,0.122466
0.0239439,-0.12326,0.0755033
-0.0224396,-0.0991852,0.0630097
-0.0188479,-0.0915603,0.115311
0.0149136,-0.118358,0.136411
0.00203436,-0.15471,0.210957
0.0313158,-0.106338,0.219612
0.0492413,-0.0945954,0.177265
0.0647677,-0.150932,0.105219
0.0926892,-0.202152,0.129695
0.0538403,-0.134984,0.101536
0.082875,-0.152666,0.149764
0.0794304,-0.164782,0.161174
0.092479,-0.156533,0.1165
0.108076,-0.16667,0.0721994
0.11763,-0.176154,0.0403151
0.160999,-0.136704,0.0675087
0.108435,-0.10082,0.00805116
0.0487315,-0.128318,-0.00458232
0.0361452,-0.131548,-0.0554423
0.0316889,-0.129432,0.00325214
0.0405111,-0.0474291,-0.0112021
0.0564967,-0.0161505,-0.0174779
0.0443391,-0.00245711,-0.0907703
-0.0378469,-0.0399601,-0.103784
0.0198859,-0.0365101,-0.163397
-0.0404733,-0.0822335,-0.11214
-0.0987425,-0.0539298,-0.0849414
-0.0827555,-0.0229732,-0.0923468
-0.0810081,-0.0356668,-0.0426023
-0.113025,-0.0380045,-0.0713187
-0.109231,0.00300209,-0.13927
-0.0657043,-0.0327918,-0.128177
-0.108884,-0.0135808,-0.13896
-0.126702,-0.0400462,-0.0971484
-0.0833857,-0.00307333,-0.0886351
-0.10969,-0.0070455,-0.0931051
-0.0857802,-0.05637,-0.0627633
-0.073755,-0.00127039,-0.0985289
-0.0458275,0.0235041,-0.132212
-0.0320721,0.0566722,-0.153033
-0.0319721,0.0430126,-0.104998
-0.0529553,-0.0324917,-0.135308
-0.055667,-0.0228603,-0.0446089
-0.0411344,-0.026207,-0.00264568
-0.0352703,-0.0153753,0.0506757
-0.0138523,-0.019396,0.0233097
-0.00121903,-0.0750604,0.0231546
0.00934364,-0.137689,0.0874975
-0.0313671,-0.132718,0.0787406
-0.014359,-0.187988,0.169949
0.00160205,-0.230522,0.194777
-0.0696581,-0.242914,0.191696
-0.0183622,-0.261274,0.269931
-0.0118742,-0.272102,0.211963
0.00493929,-0.28749,0.191931
-0.0149872,-0.335913,0.152085
0.0294513,-0.344673,0.142986
0.042994,-0.372946,0.185386
-0.00647675,-0.362062,0.247589
-0.0932522,-0.371935,0.209089
-0.0488847,-0.380592,0.217242
0.000755843,-0.380123,0.247119
-0.0251047,-0.355461,0.169778
-0.0378614,-0.296559,0.165056
-0.0909051,-0.286887,0.140598
-0.12296,-0.211089,0.148582
-0.126327,-0.203273,0.156903
-0.099886,-0.139262,0.133016
-0.0875103,-0.116545,0.0980621
-0.118326,-0.0980747,0.0826623
-0.188717,-0.0849255,0.118097
-0.193696,-0.0584494,0.10931
-0.256891,-0.0552844,0.0763135
-0.279644,0.00400662,0.0974261
-0.329069,-0.0213959,0.107126
-0.307174,0.0164298,0.0963903
-0.347346,0.0902836,0.116687
-0.315743,0.0687932,0.0749163
-0.309309,0.0570443,0.0775321
-0.255063,0.0553632,0.159169
-0.303982,0.0198456,0.0887302
-0.325533,0.0404108,0.0912481
-0.291459,0.0213367,0.107007
-0.265817,-0.0419133,0.121558
-0.20905,-0.0292196,0.113102
-0.206701,-0.0921872,0.105235
-0.225397,-0.0523687,0.0863786
-0.257354,-0.107627,0.124291
-0.19718,-0.142219,0.124288
-0.196696,-0.0978841,0.0594526
-0.136704,-0.154636,0.0126581
-0.0723309,-0.164887,0.0161676
-0.0113426,-0.132581,0.0349709
-0.0114742,-0.117685,0.0743974
0.0106233,-0.041345,0.103198
0.0379127,-0.0814133,0.141365
0.0487024,-0.130728,0.175301
0.0098313,-0.104712,0.140332
-0.0112035,-0.0915278,0.118702
-0.0257269,-0.118297,0.0354686
0.00814055,-0.142185,0.0341766
0.00311183,-0.144239,0.0274321
-0.00945571,-0.11973,0.0191174
-0.00411023,-0.0761382,0.0362137
-0.00991425,-0.154138,0.0389642
0.00461387,-0.0899745,0.0692547
0.0412653,-0.0855805,0.114284
0.0944978,-0.0327873,0.0467637
0.0239746,0.040954,0.0267028
0.103366,-0.0183434,0.013092
0.12432,0.0509003,0.046537
0.0641191,0.114907,0.00525725
0.0311841,0.110424,-0.0306297
-0.00799542,0.0378388,-0.0232025
-0.0632153,0.0144134,-0.0232987
-0.0458364,0.0709995,-0.0419461
-0.0362202,0.0984304,-0.0803898
-0.0228986,0.0485682,0.000536855
0.0603222,0.0438167,-0.00681086
0.0593491,0.0502993,0.0543601
0.0537009,0.11545,0.110708
0.0658987,0.122499,0.0751975
0.0894429,0.113089,0.0995385
0.129206,0.15008,0.0199436
0.140248,0.216172,0.0232363
0.19338,0.175873,-0.0198372
0.240349,0.111035,-0.0609777
0.215285,0.0642876,-0.0730758
0.253081,0.0731507,-0.0518772
0.185292,0.0662839,0.0314191
0.175345,0.0291211,0.0403184
0.218804,0.0358711,0.0624447
0.244484,0.0564377,0.0337605
0.259504,0.0967235,0.00392198
0.265867,0.0831495,-0.0349756
0.220263,0.0894853,-0.0413803
0.168301,0.0279608,-0.0672336
0.2197,0.0770971,-0.142969
0.214284,0.0366992,-0.135722
0.191948,0.0532879,-0.186054
0.214791,1.25542e-05,-0.195375
0.266281,0.0206764,-0.174614
0.265087,0.0105835,-0.174485
0.190943,-0.00708878,-0.178
0.180685,-0.0581173,-0.16014
0.199391,-0.0650741,-0.126512
0.151558,-0.0385888,-0.0596204
0.167495,-0.0263063,-0.0437978
0.15573,-0.0744505,-0.0516419
0.151648,-0.0650509,-0.0460241
0.0930607,-0.0772719,-0.0628857
0.116858,-0.142991,-0.0257601
0.127456,-0.15341,0.0508669
0.148863,-0.195335,0.0772767
0.179862,-0.192075,0.0635675
0.146615,-0.181352,0.0254516
0.196248,-0.176752,0.0910957
0.190607,-0.181223,0.106746
0.167062,-0.125647,0.0558108
0.169376,-0.11596,0.0942394
0.107855,-0.0709361,0.0610328
0.0784198,-0.092649,0.0580341
0.0470429,-0.111091,0.0510519
0.0378388,-0.129773,0.0840841
0.027284,-0.124658,0.0980637
0.0256212,-0.133333,0.115859
0.0562758,-0.082234,0.067743
0.0611792,-0.0390314,0.100661
0.0561039,-0.066115,0.0860935
0.12918,-0.0204065,0.0662776
0.205615,0.0134196,0.0529291
0.133641,0.0400204,0.0588565
0.0855049,-0.0160029,0.00820474
0.102049,-0.0341005,0.0155027
0.100388,-0.0550249,0.0392021
0.106268,-0.0667159,0.0927567
0.0977573,-0.0727369,0.0866502
0.0752072,-0.0528549,0.152428
0.112809,-0.115343,0.152567
0.122118,-0.102985,0.105835
0.163572,-0.154552,0.178548
0.115156,-0.148014,0.135809
0.139266,-0.0765172,0.155925
0.187736,-0.0518067,0.191385
0.133193,-0.0487773,0.163849
0.0992632,-0.00174448,0.118323
0.110316,-0.0681695,0.141029
0.0848501,-0.0832507,0.0923717
0.116551,-0.0584358,0.0983399
0.0678678,-0.122296,0.0494962
-0.0157813,-0.123345,0.0892227
-0.0162217,-0.140879,0.0407241
-0.00609579,-0.140136,0.0769008
0.00771927,-0.0653597,0.0474134
0.0141047,-0.0819637,0.0322604
0.0521311,-0.0952551,0.00605809
-0.00359882,-0.0431033,0.0178289
-0.0467278,-0.0537528,-0.0169958
-0.114265,-0.053894,0.0287412
-0.145393,-0.0355165,0.113036
-0.197777,-0.00686924,0.0505308
-0.155966,-0.0316232,0.0752778
-0.179036,-0.124052,0.0949
-0.156262,-0.15094,0.0254903
-0.139821,-0.115516,0.0646842
-0.111472,-0.145223,0.0657739
-0.154637,-0.156212,0.0270997
-0.161898,-0.201691,0.0520527
-0.138696,-0.203528,0.0816979
-0.103984,-0.167851,0.0772989
-0.10507,-0.172702,0.0351748
-0.0396547,-0.160288,-0.00929541
-0.0398205,-0.0805661,-0.069683
-0.0503573,-0.0922936,-0.0505191
-0.0512593,-0.0439914,-0.0283603
-0.0124383,-0.0612485,0.00270998
-0.0136579,-0.0772693,-0.024203
-0.00689857,-0.0387336,-0.0166315
0.0365403,0.00245271,-0.0568578
0.0728562,-0.0663932,-0.0967883
0.0822296,-0.0734881,-0.0662621
0.115083,-0.0581512,-0.0884514
0.155217,-0.0130265,-0.126015
0.12643,-0.0503828,-0.11384
0.171832,-0.112172,-0.186853
0.136056,-0.158239,-0.165612
0.166415,-0.0846597,-0.170511
0.178019,-0.0032461,-0.124921
0.14282,0.0463937,-0.129946
0.110253,0.0874252,-0.14277
0.121267,0.0791482,-0.127787
0.128764,0.0630991,-0.1006
0.192819,-0.00160837,-0.0817571
0.18306,-0.00559187,-0.139565
0.221512,-0.0393827,-0.0950343
0.174552,-0.0247789,-0.101579
0.266361,-0.0067299,-0.110398
0.278249,-0.0290141,-0.114333
0.243644,-0.0771227,-0.103831
0.282319,-0.0500745,-0.0853929
0.326539,-0.0447586,-0.0805444
0.319956,-0.0265265,-0.0961587
0.24297,-0.0519556,-0.0553886
0.23217,-0.0326996,-0.0391806
0.164831,0.0439235,0.0322494
0.156482,0.0707723,0.0151099
0.100788,0.0406588,0.0792526
0.0315303,-0.0304436,0.0594479
0.0288619,-0.0815731,0.0618573
0.00421534,-0.0883054,0.0716552
0.0437016,-0.0446424,0.013873
0.0236717,0.00792935,0.0371783
-0.069742,0.00759193,0.0466148
-0.072482,-0.0125592,0.080132
-0.151533,0.0145239,0.049947
-0.185716,-0.0393217,0.0511879
-0.245731,-0.0266344,0.0425756
-0.262199,-0.0530987,0.0370154
-0.223132,-0.0636284,0.100739
-0.231689,-0.0423409,0.0325547
-0.253381,0.000367114,-0.0104041
-0.308221,-0.00404692,0.0246065
-0.283982,0.0512898,-0.0159438
-0.287335,0.0591814,0.0398191
-0.264485,0.0507139,-0.0347565
-0.250625,0.0583596,0.00553713
-0.177521,0.0396665,-0.0566799
-0.0921872,0.0596063,-0.0563108
-0.0495878,0.0656599,-0.052673
-0.0211632,0.0153303,-0.0483707
-0.0442395,-0.0432626,-0.0473624
-0.0287712,-0.0365076,-0.0254934
0.0484035,-0.0123919,-0.0566095
-0.0103036,-0.0314511,-0.0476599
0.0622807,-0.0465899,-0.0297042
0.13923,0.000591127,-0.0273953
0.110478,-0.0544195,-0.00662974
0.112854,-0.066405,-0.0304788
0.109609,-0.00900824,-0.0690739
0.106575,-0.0290049,-0.0039809
0.0980027,-0.0285147,-0.018558
0.155482,0.0140021,0.00207973
0.207559,-0.0540166,-0.0406704
0.226607,-0.0176591,-0.0613828
0.273134,-0.0582322,-0.0703661
0.227502,-0.034344,-0.130985
0.202065,-0.057857,-0.114329
0.194282,-0.0925441,-0.146608
0.141572,-0.12643,-0.198485
0.145488,-0.0982256,-0.162342
0.141387,-0.0870452,-0.126832
0.119155,-0.171394,-0.162521
0.113568,-0.193616,-0.164163
0.142006,-0.182884,-0.1326
0.122317,-0.142583,-0.123126
0.0873556,-0.124331,-0.11838
0.10165,-0.13337,-0.165859
0.103752,-0.127379,-0.0938222
0.11168,-0.0948367,-0.0743118
0.107236,-0.110968,-0.101187
0.129958,-0.203739,-0.0710389
0.140054,-0.242244,-0.0595194
0.0712404,-0.222675,-0.0192337
0.060289,-0.284483,-0.0631461
