x,y,z
0.0827468,-0.470161,0.421093
-0.528196,-0.145921,0.849836
0.365236,-0.513054,-0.717839
0.311398,-0.992918,0.722479
-0.441952,-0.741462,-0.178132
-0.749188,0.529674,-0.329076
-0.420855,-0.31458,-0.899661
-0.540955,-0.817013,0.606997
-0.677737,-0.262365,0.730834
0.270968,-0.37927,-0.652354
0.167544,-0.444212,0.703548
0.651567,0.0489476,0.172888
0.49148,-0.604888,0.498875
-0.846973,0.413815,-0.803008
-0.695172,0.345833,0.129389
0.542168,0.250194,-0.245738
-0.249497,-0.839049,-0.67633
-0.527934,-0.216826,0.366984
0.836509,0.581229,-0.142305
-0.048205,-0.0643354,0.865638
-0.42874,0.916147,0.660363
-0.612751,-0.353556,0.211632
-0.161417,0.169835,-0.132372
0.972884,0.417979,0.632971
0.63136,0.286506,0.27977
-0.26021,-0.196049,-0.73156
-0.399068,-0.362182,-0.715677
0.047188,-0.329112,0.646956
-0.760596,-0.0811111,-0.237014
0.319367,-0.971176,-0.394794
-0.165602,0.398011,0.680029
-0.284381,-0.875374,-0.149996
0.661529,-0.296354,0.83282
-0.0497114,0.253093,-0.886926
-0.0806751,0.739788,-0.731897
0.652267,0.126762,0.443324
0.187298,0.326201,0.433715
0.0955892,0.344445,-0.122983
0.831702,0.653464,0.931519
0.0307676,0.640322,-0.502702
0.863185,-0.500964,0.764197
0.663652,0.226317,0.351123
-0.209444,-0.752269,-0.978414
-0.0614979,0.147039,0.704961
-0.240958,-0.8434,0.480007
-0.681478,-0.825021,0.383602
-0.00714796,-0.127765,0.375416
-0.483891,0.87269,0.92154
0.716606,0.154268,-0.722672
0.000118395,0.378925,-0.750364
0.781802,-0.208123,-0.227315
-0.73984,0.433802,0.708695
-0.930316,0.426193,0.296176
-0.665805,-0.425692,0.330879
-0.186555,-0.297237,-0.108345
0.594222,0.678567,-0.678187
0.0565978,-0.66387,-0.163776
-0.118799,-0.936512,0.550847
-0.498863,-0.257041,-0.559074
-0.249406,0.811237,0.57879
0.370621,-0.209383,-0.539986
0.649243,0.748324,0.866943
-0.288534,0.139225,0.552311
0.659065,0.246481,-0.318746
-0.432705,0.503134,-0.699487
0.240349,0.727771,-0.779894
-0.260655,-0.760224,-0.597117
-0.0805656,0.912471,0.355597
-0.839799,-0.757146,0.624812
-0.552844,-0.16789,-0.871021
0.965701,-0.910934,-0.764856
-0.51382,0.405929,-0.535439
-1.04021,0.840935,-1.002
0.72415,0.555713,0.268857
0.281689,-0.93238,0.985575
0.0970513,-0.248883,-0.745067
0.149368,0.830954,-0.852367
-0.406933,0.692905,-0.094171
0.302847,-0.0521232,-0.59901
-0.0687193,-0.27418,0.800543
0.969149,0.35601,-0.411403
-0.949048,-0.38182,-0.460385
0.462803,0.435841,0.177944
-0.988842,0.24781,-0.0580328
0.0759705,-0.732478,-0.18033
-0.894711,-0.101713,0.943638
1.0228,-0.613545,0.168838
-0.591138,0.184683,0.217897
0.984373,-0.678853,-0.818677
0.146319,-0.341037,0.693335
0.734723,0.479719,0.35442
0.0758756,0.00204281,0.231574
-0.484978,-0.321621,-0.94394
-0.175241,0.121469,-0.240551
-0.244192,-0.179856,-0.754487
0.105413,0.752667,-0.878918
-0.0126406,-0.736388,-0.0517348
0.822281,-0.141861,0.695391
-0.594976,0.972161,-0.0873016
-0.435727,0.967492,-0.86823
0.850292,-0.422675,-0.0581852
-0.606766,-0.216498,0.357001
0.420216,-0.640407,0.366414
0.32624,0.308391,-0.0620546
-0.381341,0.300511,0.890668
-0.576242,-0.665091,0.105977
0.902238,-0.0222212,0.631403
0.1113,-0.0720777,-0.631539
0.0484382,0.925873,-0.998896
0.74396,0.703913,0.661131
-0.168633,0.0848392,0.0472787
0.547967,-0.489245,0.501773
0.214053,-0.668564,-0.596029
-0.722754,0.843123,-0.667062
0.105257,-0.313028,-0.694879
0.252305,0.202795,-0.848694
0.0510701,-0.496111,-0.147019
-0.973337,0.93939,0.897842
-0.306809,-0.494626,-0.141229
0.0792476,0.773266,0.133089
0.500086,1.01179,-0.506828
0.472725,0.975679,0.313138
-0.0721893,0.884547,0.813813
0.92211,0.0980655,-0.928175
0.0434127,-0.615439,-0.525356
0.103236,-0.816334,0.431224
-0.856494,0.496822,0.900662
-0.652309,0.627632,0.78538
0.38319,0.797949,-0.622521
-0.457481,0.627742,-0.352625
0.0883983,0.31475,-0.965313
0.106605,0.955217,0.53068
-0.122844,0.393877,-0.59223
-0.412762,-0.292329,0.88606
0.533129,0.585858,-0.962172
-0.776595,0.0920584,-0.248557
-0.0659317,0.0838338,0.89711
-0.94451,-0.405961,0.118316
0.0971983,-0.683662,-0.303625
-0.600555,-0.162511,-0.811385
-0.0762067,-0.0183481,-0.740637
-0.32256,0.981637,-0.106087
0.632396,-0.670504,0.0483735
-0.83483,-0.573892,-0.273602
-0.467011,-0.513154,0.769834
0.0801223,0.390417,-0.24266
0.710709,0.830232,0.949498
0.578135,-0.182388,-0.751467
0.155497,0.633405,-0.413396
-0.329286,0.0606211,-0.558197
-0.609447,-0.620786,0.592107
-0.810799,-0.663774,0.0184538
-0.224047,0.210195,0.570893
0.385064,0.709924,-0.194277
0.197066,-0.0515208,0.385862
-0.383828,0.192885,-0.142736
-0.493769,0.129882,0.381914
0.321216,0.98218,-1.00382
-0.813162,-0.506077,-0.444593
-0.0328823,0.836614,0.351354
-0.0929662,0.0101673,0.786444
-0.220503,0.557399,-0.0768138
-0.134613,0.509992,0.676683
-0.653576,-0.762736,0.666861
0.265081,0.904722,0.569833
0.644175,-0.921897,0.719447
-0.912303,0.522224,0.969111
-0.200452,-0.797329,-0.597328
-0.200709,0.443348,-0.0482901
0.174976,0.311719,-0.502179
-0.119855,-0.690946,0.440338
-0.835693,0.747028,0.452337
0.555449,-0.556642,-0.949458
-0.550235,-0.141549,0.648282
-0.869366,-0.0572975,-0.760288
-0.842679,0.272021,-0.516225
-0.36784,0.118614,0.539527
-0.906396,-0.606045,-0.325266
-0.255601,-0.433373,0.642537
0.746855,-0.169903,0.0357667
-0.308934,-0.532519,0.595749
0.75978,0.213072,-0.289709
0.481887,-0.722882,-0.412122
0.661174,0.172782,-0.668686
-0.849919,-0.29789,-0.582623
0.535982,-0.271651,0.907333
0.224177,-0.664848,0.0676511
0.38985,0.649123,-0.682295
-0.344966,0.605678,0.903945
0.187045,0.964494,0.0281606
-0.0584439,0.140878,-0.699029
-0.274307,0.176592,-0.149164
-0.0636153,-0.94806,0.374884
0.880062,0.475512,-0.317533
0.3057,-0.0933129,-0.140241
0.276861,0.0495378,0.361157
0.027435,-0.798577,-0.189037
0.467909,0.276888,0.47274
0.0289664,-0.233401,0.259364
-0.418813,0.389819,-0.0102305
0.596959,-0.557947,-0.931442
-0.320523,-0.102757,0.204762
-0.291684,-0.871179,0.695591
-0.949309,0.968796,-0.819703
0.667156,-0.939959,0.0882907
-0.374385,0.176526,0.602022
0.488845,-0.718151,0.511684
0.749213,-0.603875,0.768733
-0.7964,0.573113,-0.197604
-0.862503,0.971522,-0.335514
0.723911,-0.71532,0.756805
-0.636452,0.277326,-0.383491
-0.977439,0.871122,-0.890365
0.321236,-0.219358,-0.500753
0.0819564,0.934777,0.167732
0.754568,-0.998779,-0.567949
0.00937623,0.0996773,-0.606226
0.765419,-0.0241028,-0.304992
-0.642909,-0.908845,-0.295178
0.120926,-0.213787,-0.428718
0.86023,0.308402,0.58822
0.605041,0.632253,-0.388935
-0.796528,-0.617384,-0.173776
0.0900789,0.968253,0.29408
0.242545,-0.67416,-0.0932929
-0.613564,0.519038,0.654103
-0.304871,-0.80485,0.60756
0.469693,-0.351792,0.0563291
0.793282,-0.489726,-0.170201
0.916632,-0.0248893,0.0129003
0.780621,0.517819,0.937091
0.895199,0.661802,0.583392
0.529679,-0.744917,-0.505947
0.412914,-0.808118,0.177929
0.176803,-0.25298,-0.472529
0.953995,-0.430057,0.348404
0.0833861,0.754125,-0.839226
-0.0384644,0.917184,-0.770575
-0.137876,-0.75072,0.358167
-0.500499,-0.024452,-0.618679
-0.526208,0.180803,-0.00585794
0.821406,-0.176297,-0.504274
-0.193832,0.180208,0.197024
0.0527002,0.659418,-0.193224
0.503522,0.114326,0.161251
-0.440811,0.53469,-0.915727
-0.765447,-0.417117,0.674733
0.00954268,-0.496237,-0.799274
-0.00118275,-0.525627,0.320164
0.388531,-0.782621,-0.536609
0.685644,-0.247787,-0.0306898
0.3577,-0.928048,-0.95907
0.781344,-0.650823,-0.867361
-0.873885,0.134265,-0.339435
0.0903325,0.955988,-0.650726
0.901209,-0.867544,-0.102831
-0.00719735,-0.340432,-0.207893
0.42201,0.871435,-0.136782
-0.203791,0.289355,-0.224906
0.538697,0.549136,-0.838735
0.341683,-0.391752,-0.882671
0.416353,-0.967532,-0.843625
0.221332,1.03131,0.56414
-0.941828,-0.375456,-0.172442
-0.701866,0.645652,0.194189
0.609425,-0.861988,-0.214843
-0.155762,0.801081,-0.348467
-0.694052,-0.479652,-0.0193071
-0.981147,-0.38659,-0.431805
0.916074,-0.122548,0.206977
0.915952,-0.185507,0.328065
-0.888555,0.642523,0.29858
-0.774677,-0.619237,-0.235379
0.365228,-0.757132,0.892986
-0.569556,-0.287551,0.945027
-0.479906,0.795901,-0.0367958
0.969865,0.633905,-0.0260354
-1.01436,-0.790692,0.200661
0.84105,-0.520057,-0.196564
-0.629804,-0.269967,-0.131822
0.368635,0.889649,-0.962747
-0.776623,0.360235,-0.744474
0.158013,0.458802,0.556651
0.964553,-0.694489,-0.691726
0.665622,0.233798,0.178822
-0.285416,-0.0234342,0.0279793
0.147479,0.922631,-0.983589
0.824465,-0.482418,-1.01223
-0.198607,0.14713,0.653164
0.726119,-0.726114,-0.731077
0.429124,0.739563,-0.483613
0.0571378,0.929696,0.0962152
0.945474,0.136629,-0.0970089
0.534037,0.0745296,-0.936588
-0.0139174,0.567614,-0.726947
0.710621,-0.257975,-0.308935
-0.318672,0.616306,-0.305228
-0.563662,0.0196232,-0.878167
0.00295299,0.0626766,-0.321797
-0.469041,0.228869,-0.00786573
0.730251,-0.460578,0.420918
0.892772,0.63088,-0.66348
-0.474138,0.0671701,-0.561963
-0.688516,-0.663901,-0.191989
0.227393,0.450582,-0.382725
0.920375,0.207412,-0.76275
0.886276,-0.903845,0.215247
-0.677381,-0.374466,0.365185
-0.0127039,0.791905,-0.133955
-0.533607,0.607222,0.286869
-0.596965,-0.838779,-0.269419
0.389962,-0.00659698,0.860485
-0.774357,-0.63565,-0.782744
-0.948675,0.713151,0.300278
-0.999774,-0.801222,-0.505725
0.0594976,0.22262,-0.990864
-0.477177,0.105486,0.651693
0.389297,0.222603,-0.169715
0.977345,-0.164727,-0.621819
-0.153102,0.322334,0.257325
-0.223928,-0.122532,0.271839
-0.132089,-0.0365467,-0.0209279
0.933119,0.0208813,-0.112363
0.333635,0.0587124,0.545443
0.867845,0.445868,-0.328351
0.529382,-0.109464,0.31144
-0.671381,0.547289,0.0807588
-0.743367,0.282236,0.675513
0.856652,-0.585342,-0.920301
0.39555,0.658153,0.790181
-0.517348,0.834872,0.663179
0.0147602,-0.887734,0.190437
0.832821,-0.149727,-0.884175
-0.513203,-0.983358,0.604691
0.889974,-0.370666,0.802152
-0.217654,-0.575369,0.146182
-0.658747,0.259841,0.565489
0.630597,-0.0681889,0.46096
0.832914,0.89291,0.962435
-0.923546,0.0258015,-0.412666
-0.284193,-0.398159,0.838459
-0.991755,0.707077,-0.173774
-0.347457,-0.174705,0.628293
-0.417028,0.104007,-0.312698
-0.702089,-0.982177,0.166136
-0.794156,0.59303,0.711945
-0.631747,-0.551312,0.073607
-0.811287,0.102899,0.833945
-0.75258,-0.274886,0.137232
0.387958,-0.764605,0.103518
0.866646,0.423759,-0.963916
0.733665,-0.742132,-0.0719188
0.495865,0.0235024,0.190503
0.868222,0.84848,0.0176034
-0.850514,0.876128,-0.934675
0.0526544,-0.199885,-0.27262
-0.486837,-0.658443,-0.0600606
0.213034,0.982468,-0.118465
-0.674438,-0.780706,-0.0578249
-0.67025,0.816291,-0.500753
-1.00795,-0.424406,0.043518
-0.896635,-0.255963,0.278649
-0.920635,0.65382,-0.102259
0.72756,-0.933251,0.512026
0.291228,-0.0592195,-0.907661
-0.0283616,0.820188,0.928248
-0.799637,0.442077,-0.0903064
0.469742,0.437053,0.619776
0.63666,0.186316,-0.0986672
-0.439456,0.936012,-0.126757
-0.189255,-0.390513,0.749043
0.302533,-0.156138,-0.0398373
-0.349254,-0.211814,-0.119875
-0.334947,0.734068,0.176508
0.605663,-0.166098,0.594444
-0.0667367,-0.0563002,-0.836443
-0.373051,0.259615,0.880946
-0.907414,0.242672,0.776515
0.591709,-0.590183,-0.824073
0.203039,-0.535912,0.781191
0.138887,-0.531996,-0.551688
-0.846056,0.50382,0.560999
-0.750042,-0.895731,0.907111
0.132014,-0.755159,-0.480544
-0.700737,0.281454,-0.830889
0.0267878,-0.159064,0.920264
-0.73172,0.829051,0.521823
-0.0938401,-0.132104,0.609229
0.29997,0.117731,0.948429
0.513925,-1.01602,0.675244
-0.616671,0.779629,0.251061
-0.365959,0.523805,-0.720459
-0.576845,-0.440261,0.583812
0.592964,0.505037,0.124308
0.555092,0.747001,-0.163788
0.707651,-0.46141,0.617036
-1.0335,0.263945,0.64108
0.287804,0.0125946,0.0160492
-0.33997,0.903474,-0.0222999
-0.954359,-0.764925,-0.712537
0.529354,-0.0874305,0.355772
-0.109911,0.147644,0.961858
-0.793335,-0.340253,-0.131963
0.599882,0.268367,-0.434454
-0.575032,0.00618354,-0.6494
0.659264,0.54685,-0.193058
0.981974,0.10907,0.495278
0.812742,-0.657353,0.606931
0.636232,0.477954,0.517539
0.153642,0.156344,0.370912
0.17448,-0.640783,0.41365
-0.115774,-0.502579,-0.178368
0.568591,0.822006,0.335915
-0.717197,-0.344716,-0.220317
-0.734403,0.473785,-0.677185
0.733028,0.922051,0.722315
-0.21439,0.824526,-0.863254
-0.431705,0.793213,-0.398368
-0.91809,0.838052,0.503208
0.206372,0.331031,0.0647066
-0.568369,-0.0785542,0.789781
-0.402771,0.50645,0.680161
0.612192,-0.458375,0.746375
0.670444,-0.0774241,0.770156
0.754473,-0.443889,0.572553
-0.63224,0.901403,0.380954
0.556795,-0.686237,-0.023733
-0.599169,-0.326428,0.616107
0.127068,-0.340353,1.01718
0.414789,-0.94479,-0.389012
-0.8464,0.949907,-0.857161
0.345509,0.433982,0.880655
0.25243,0.533273,-0.592949
-0.523222,0.707694,-0.910302
-0.00226074,-0.681546,-0.803914
0.0798529,-0.266581,0.105068
-0.869533,0.803832,0.79801
-0.294303,-0.815459,0.996742
-0.569143,0.672059,-0.507301
0.864308,-0.828686,0.278151
-0.477172,0.446585,-0.00330915
-0.0700863,0.345748,0.18465
-0.014254,-0.767867,0.239764
0.519765,0.394684,0.492081
-0.414883,-0.324693,0.3094
-0.351853,-0.427536,0.141096
0.577875,-0.157709,0.481784
0.286224,-0.0235865,0.693318
0.0542578,-0.195903,1.01955
0.77225,-0.777444,-0.720059
-0.177537,-0.632388,-0.323141
-0.800602,0.141151,0.767309
0.486623,-0.792292,0.657016
0.927661,-0.0026714,-0.17096
0.817888,-0.908344,-0.485222
-0.780807,-0.0193563,0.580616
0.583367,0.285885,-0.630811
-0.974518,0.506673,0.866086
0.438364,-0.0317205,-0.741868
-0.559006,-0.322893,-0.642915
-0.0107119,-0.352343,-0.0177796
0.943832,-0.911272,-0.553382
0.0873297,0.514675,-0.28502
0.103522,0.0929346,0.961255
-0.138978,0.10343,0.412834
0.246717,-0.60289,-0.65371
0.831697,0.191958,-0.393927
-0.223803,-0.514381,-0.328285
0.515529,0.361471,0.684965
-0.473407,0.559957,-0.707364
-0.8162,0.924107,-0.812851
-0.907835,-0.573541,0.440649
-0.197469,-0.260503,0.00235126
0.683123,-0.735123,0.453829
-0.001093,1.00767,-0.612227
-0.48089,0.766723,0.641794
-0.964077,0.958057,0.769361
0.243472,-0.518424,-0.808832
-0.263519,-0.382379,-0.920242
-0.716058,-0.752729,-0.431233
0.373848,0.049644,-0.611632
-0.623817,-0.628582,0.394319
-0.72702,0.534352,-0.197896
-0.239266,0.296238,-0.791025
0.0242359,-0.606215,0.97711
-0.553011,0.467922,-0.859347
0.179414,0.913067,-0.397771
0.731547,-0.612448,0.634699
-0.616877,-0.218669,-0.869382
0.475341,-0.337351,0.442312
0.64252,0.225076,-0.158018
-0.0105641,0.282028,0.595564
0.00479466,-0.426533,-0.100527
-0.667331,0.528451,-0.274663
0.361082,0.234987,-0.671309
0.958233,-0.0717631,0.0374067
0.000906075,0.734478,0.348467
-0.900553,-0.74336,0.0355984
0.189238,-0.325798,1.00515
-0.425406,-0.819662,0.408031
0.49113,0.266276,0.454794
-0.195456,-0.708995,-0.153
-0.474355,-0.578935,-0.200997
-0.0280126,-0.956326,0.495831
-0.789979,-0.506793,0.801973
-0.212848,-0.637485,0.964814
0.498634,0.0623772,0.098802
-0.693655,-0.860283,0.573068
0.40904,-0.585861,0.695319
0.891802,-0.629942,-0.922629
-0.802176,-0.12059,-0.936007
0.890548,0.21626,0.795532
0.605101,-0.553911,-0.717045
0.978788,-0.0826801,-0.558657
-0.409094,-0.686445,-0.201359
0.893565,-0.601733,-0.282507
-0.396477,-0.0370063,0.57334
-0.628333,0.452672,0.572739
-0.777278,-0.269217,-0.732581
0.888256,0.561336,0.511523
0.0922571,-0.733992,0.633147
-0.327973,0.16745,-0.541672
-0.680539,0.35837,0.313588
-0.569743,0.459731,-0.0343583
-0.83656,0.806957,0.00667202
1.00567,-0.813179,0.59692
-0.541698,-0.422618,-0.0345873
0.500815,0.323892,0.0180913
-0.542465,-0.0524532,0.102904
-0.829163,-0.268079,0.656819
-0.909183,0.325361,0.807487
-0.793227,-0.33076,0.397328
0.871719,-0.840628,0.227304
-0.817325,-0.313238,-0.894318
-0.854873,-0.522561,0.0353984
0.150042,0.631907,-0.294794
-0.00969936,-0.59073,-0.364657
-0.0617353,-0.823006,-0.926445
0.0288013,0.0700675,-0.416075
0.0901181,0.875342,0.123423
0.235584,-0.466814,-0.26207
-0.499653,0.217694,0.625055
-0.238574,-0.799189,0.951428
0.307649,-0.30284,0.900162
-0.0901174,-0.149014,-0.897258
-0.338762,-0.322688,0.683507
0.353499,-0.214031,-0.226499
-0.888983,0.911019,0.745279
-0.167703,-0.90663,0.604621
0.565598,0.713605,-0.203483
-0.789589,-0.452394,-0.15067
-0.915604,0.373753,-0.411717
-0.138321,-0.781283,0.776339
0.661007,-0.744285,0.102843
-0.565024,0.83231,-0.984569
-0.819494,0.61862,-0.639887
0.290674,-0.809672,-0.128403
0.494226,-0.535775,0.467519
0.364893,0.123542,0.411462
0.14741,0.929839,0.493736
0.43225,0.936063,0.211356
0.574588,-0.731299,0.347255
0.305913,-0.11095,0.80214
-0.541838,0.0534958,-0.96144
-0.920349,0.481387,0.192451
0.017181,-0.838221,-0.7645
0.587232,-0.626777,-0.923098
-0.439336,-0.363758,0.548617
0.102148,0.276146,-0.392792
-0.0607937,-0.0348007,0.946547
1.04367,-0.913481,0.7538
0.449517,-0.846379,-0.148474
-0.499027,0.830865,0.45514
0.669677,0.980453,-0.731965
-0.182577,0.461632,0.488858
0.926329,0.27458,-0.574058
-0.749457,0.73054,-0.298373
0.76833,-0.567326,-0.912104
0.709754,0.575198,0.540496
-0.709787,0.74436,-0.358075
-0.293808,0.0338752,-0.306276
-0.63618,-0.521857,0.64228
-0.672147,0.467555,0.209434
0.922165,0.400422,-0.0256938
0.498238,0.437669,0.0332659
-0.275406,-0.943748,0.657092
0.744066,0.386356,0.0454963
0.388566,0.91019,-0.971977
-0.00228129,-0.70857,0.458918
-0.512748,0.910539,0.887423
-0.260439,0.688038,0.996888
-0.786231,0.298773,-0.900784
0.275715,0.931973,0.753834
0.474267,0.676239,0.203856
-0.19538,-0.222776,-0.161589
0.573031,0.0879314,0.094026
-0.852093,-0.215028,-0.887676
0.734466,0.705025,-0.645349
0.670366,0.475465,-0.0826211
0.563612,0.024885,-0.406329
0.756806,-0.835134,-0.333952
0.425033,-0.66036,-0.816018
0.00646961,0.907802,0.125599
-0.587456,-0.704663,0.75382
0.510829,-0.168057,0.718482
0.159389,0.879359,0.0844493
0.219789,0.445207,-0.87996
-0.937523,-0.010629,0.945892
-0.335784,0.283859,0.0455109
-0.544885,0.196076,-0.568516
0.0100921,0.527137,-0.153789
-0.541008,-0.792819,-0.483798
0.75258,0.0389774,-0.857623
0.635748,-0.4216,0.190443
-0.449007,-0.376797,-0.547716
-0.68339,-0.652855,-0.751559
0.931128,-0.389266,0.0174413
0.834425,0.190499,0.253613
0.549145,-0.113926,0.0966194
0.776056,0.980399,-0.203407
-0.748414,0.35158,-0.715657
0.465217,-0.545104,0.274579
0.937712,-0.114252,0.266233
-0.19984,-0.305429,1.00388
0.242907,-0.931343,-0.967657
0.835594,-1.00274,0.899985
0.743768,-0.41471,-0.499566
-0.228836,-0.0550811,-0.0312833
-0.669083,-0.516672,0.866176
-0.660923,-0.412476,0.381251
0.635333,-0.435019,0.826962
0.431748,0.236816,0.652577
0.0923581,-0.554623,0.573707
0.0750928,0.261265,-0.842701
-0.654837,0.741595,-0.916106
0.522112,-0.965356,-0.875242
0.45165,-0.700818,0.829082
0.639744,-0.0504448,-0.544621
0.164848,0.689923,-0.828255
-0.402721,-0.183063,0.220854
-0.29928,0.511216,-0.646689
0.245714,-0.243758,0.193639
-0.0783928,-0.482761,-0.0430238
-0.932497,-0.0220539,-0.0550142
0.254122,-0.44282,0.554172
0.904455,-0.287753,0.622138
0.413251,0.716557,0.0415612
0.841837,0.449342,0.158784
-0.330342,-0.596753,-0.322625
0.792433,0.397496,0.469858
0.867774,0.264046,0.11428
-0.804133,0.0969968,0.94551
-0.530979,-0.883648,-0.360456
0.423245,-0.916574,0.719666
0.04187,-0.157224,-0.368713
-0.190091,0.97178,-0.192556
-0.537248,0.507774,0.154985
0.281444,-0.821237,0.706952
0.188742,0.347194,0.770928
0.916894,-0.559838,-0.825477
-0.0747713,1.00917,-0.453311
-0.216558,0.0641036,-0.713779
0.950497,0.279183,0.921439
0.529806,-0.520134,0.807576
-0.722604,-0.112993,-0.661136
-0.0700521,-0.80783,-0.830516
-0.927325,0.841332,-0.654352
0.403807,0.947172,0.359281
0.0368985,0.472156,0.654185
-0.836728,-0.382231,0.00345248
0.225852,0.652902,-0.288369
0.634315,-0.611942,0.495682
0.332512,0.14772,-0.814368
0.303681,-0.100457,-0.203261
-0.181236,-0.879708,-0.507016
-0.805207,0.24306,0.90881
-0.81294,-0.253682,-0.0244594
-0.328461,-0.86878,0.363076
0.699546,0.57895,0.129918
0.169578,-0.489302,-0.671772
0.22328,0.241946,-0.369061
-0.833154,0.221798,0.942369
-0.673837,0.134205,0.0744347
-0.433844,-0.562662,0.0892617
-0.454912,0.185542,-0.968361
-0.839116,0.431651,0.972108
-0.517879,0.0528123,-0.44252
0.805289,0.879871,-0.87299
0.113613,-0.608073,-0.166195
-0.0575872,-0.9014,0.751725
0.492378,-0.0656104,-0.734008
-0.507922,0.32625,0.787329
-0.924708,0.978123,0.778714
0.79285,0.0587688,-0.266575
-0.228987,-0.831714,-0.2778
0.935542,0.334233,-0.672798
0.463784,-0.668788,1.00411
0.18729,-0.761858,-0.315309
0.767713,-0.137213,0.389642
0.513002,-0.16617,-0.594996
-0.826917,0.146054,0.0663301
0.495361,-0.00540128,-0.913864
-0.331776,0.725649,-0.844676
0.48881,0.344399,0.513196
0.151537,0.476741,-0.228596
0.90753,0.692235,-0.413846
0.999697,-0.103196,0.252344
-0.857546,-0.0986165,0.40411
-0.538651,0.904918,0.225863
0.434933,0.261063,-0.715264
-0.112797,-0.945264,0.173501
-0.330411,-0.0890877,0.168003
0.770679,-0.301335,-0.609981
0.745102,0.00109339,0.000461269
-0.0833653,-0.812734,-0.490507
0.400107,-0.90954,-0.672944
0.0773301,-0.862554,0.158246
0.378192,0.639863,-0.375786
0.419378,0.86641,0.596508
0.0637392,0.855581,0.289136
-0.138337,0.65446,-0.851486
-0.606644,-0.0194864,0.366007
0.645295,-0.326383,-0.370139
0.949326,-0.568499,-0.467814
